index	chromosome	start	end
62	1	6.1e+07	6.2e+07
63	1	6.2e+07	6.3e+07
64	1	6.3e+07	6.4e+07
65	1	6.4e+07	6.5e+07
66	1	6.5e+07	6.6e+07
67	1	6.6e+07	6.7e+07
68	1	6.7e+07	6.8e+07
69	1	6.8e+07	6.9e+07
70	1	6.9e+07	7e+07
71	1	7e+07	7.1e+07
72	1	7.1e+07	7.2e+07
73	1	7.2e+07	7.3e+07
74	1	7.3e+07	7.4e+07
75	1	7.4e+07	7.5e+07
76	1	7.5e+07	7.6e+07
77	1	7.6e+07	7.7e+07
78	1	7.7e+07	7.8e+07
79	1	7.8e+07	7.9e+07
80	1	7.9e+07	8e+07
81	1	8e+07	8.1e+07
82	1	8.1e+07	8.2e+07
83	1	8.2e+07	8.3e+07
84	1	8.3e+07	8.4e+07
85	1	8.4e+07	8.5e+07
86	1	8.5e+07	8.6e+07
87	1	8.6e+07	8.7e+07
88	1	8.7e+07	8.8e+07
89	1	8.8e+07	8.9e+07
90	1	8.9e+07	9e+07
91	1	9e+07	9.1e+07
92	1	9.1e+07	9.2e+07
93	1	9.2e+07	9.3e+07
94	1	9.3e+07	9.4e+07
95	1	9.4e+07	9.5e+07
96	1	9.5e+07	9.6e+07
97	1	9.6e+07	9.7e+07
98	1	9.7e+07	9.8e+07
99	1	9.8e+07	9.9e+07
100	1	9.9e+07	1e+08
101	1	1e+08	1.01e+08
102	1	1.01e+08	1.02e+08
103	1	1.02e+08	1.03e+08
104	1	1.03e+08	1.04e+08
105	1	1.04e+08	1.05e+08
106	1	1.05e+08	1.06e+08
107	1	1.06e+08	1.07e+08
108	1	1.07e+08	1.08e+08
109	1	1.08e+08	1.09e+08
110	1	1.09e+08	1.1e+08
111	1	1.1e+08	1.11e+08
112	1	1.11e+08	1.12e+08
113	1	1.12e+08	1.13e+08
114	1	1.13e+08	1.14e+08
115	1	1.14e+08	1.15e+08
116	1	1.15e+08	1.16e+08
117	1	1.16e+08	1.17e+08
118	1	1.17e+08	1.18e+08
119	1	1.18e+08	1.19e+08
120	1	1.19e+08	1.2e+08
121	1	1.2e+08	1.21e+08
122	1	1.21e+08	1.22e+08
123	1	1.22e+08	1.23e+08
124	1	1.23e+08	1.24e+08
125	1	1.24e+08	1.25e+08
126	1	1.25e+08	1.26e+08
127	1	1.26e+08	1.27e+08
128	1	1.27e+08	1.28e+08
129	1	1.28e+08	1.29e+08
130	1	1.29e+08	1.3e+08
131	1	1.3e+08	1.31e+08
132	1	1.31e+08	1.32e+08
133	1	1.32e+08	1.33e+08
134	1	1.33e+08	1.34e+08
135	1	1.34e+08	1.35e+08
136	1	1.35e+08	1.36e+08
137	1	1.36e+08	1.37e+08
138	1	1.37e+08	1.38e+08
139	1	1.38e+08	1.39e+08
140	1	1.39e+08	1.4e+08
141	1	1.4e+08	1.41e+08
142	1	1.41e+08	1.42e+08
143	1	1.42e+08	1.43e+08
144	1	1.43e+08	1.44e+08
145	1	1.44e+08	1.45e+08
146	1	1.45e+08	1.46e+08
147	1	1.46e+08	1.47e+08
148	1	1.47e+08	1.48e+08
149	1	1.48e+08	1.49e+08
150	1	1.49e+08	1.5e+08
151	1	1.5e+08	1.51e+08
152	1	1.51e+08	1.52e+08
153	1	1.52e+08	1.53e+08
154	1	1.53e+08	1.54e+08
155	1	1.54e+08	1.55e+08
156	1	1.55e+08	1.56e+08
157	1	1.56e+08	1.57e+08
158	1	1.57e+08	1.58e+08
159	1	1.58e+08	1.59e+08
160	1	1.59e+08	1.6e+08
161	1	1.6e+08	1.61e+08
162	1	1.61e+08	1.62e+08
163	1	1.62e+08	1.63e+08
164	1	1.63e+08	1.64e+08
165	1	1.64e+08	1.65e+08
166	1	1.65e+08	1.66e+08
167	1	1.66e+08	1.67e+08
168	1	1.67e+08	1.68e+08
169	1	1.68e+08	1.69e+08
170	1	1.69e+08	1.7e+08
171	1	1.7e+08	1.71e+08
172	1	1.71e+08	1.72e+08
173	1	1.72e+08	1.73e+08
174	1	1.73e+08	1.74e+08
175	1	1.74e+08	1.75e+08
176	1	1.75e+08	1.76e+08
177	1	1.76e+08	1.77e+08
178	1	1.77e+08	1.78e+08
179	1	1.78e+08	1.79e+08
180	1	1.79e+08	1.8e+08
181	1	1.8e+08	1.81e+08
182	1	1.81e+08	1.82e+08
183	1	1.82e+08	1.83e+08
184	1	1.83e+08	1.84e+08
185	1	1.84e+08	1.85e+08
186	1	1.85e+08	1.86e+08
187	1	1.86e+08	1.87e+08
188	1	1.87e+08	1.88e+08
189	1	1.88e+08	1.89e+08
190	1	1.89e+08	1.9e+08
191	1	1.9e+08	1.91e+08
192	1	1.91e+08	1.92e+08
193	1	1.92e+08	1.93e+08
194	1	1.93e+08	1.94e+08
195	1	1.94e+08	1.95e+08
196	1	1.95e+08	1.96e+08
197	1	1.96e+08	1.97e+08
198	1	1.97e+08	1.98e+08
199	1	1.98e+08	1.99e+08
200	1	1.99e+08	2e+08
201	1	2e+08	2.01e+08
202	1	2.01e+08	2.02e+08
203	1	2.02e+08	2.03e+08
204	1	2.03e+08	2.04e+08
205	1	2.04e+08	2.05e+08
206	1	2.05e+08	2.06e+08
207	1	2.06e+08	2.07e+08
208	1	2.07e+08	2.08e+08
209	1	2.08e+08	2.09e+08
210	1	2.09e+08	2.1e+08
211	1	2.1e+08	2.11e+08
212	1	2.11e+08	2.12e+08
213	1	2.12e+08	2.13e+08
214	1	2.13e+08	2.14e+08
215	1	2.14e+08	2.15e+08
216	1	2.15e+08	2.16e+08
217	1	2.16e+08	2.17e+08
218	1	2.17e+08	2.18e+08
219	1	2.18e+08	2.19e+08
220	1	2.19e+08	2.2e+08
221	1	2.2e+08	2.21e+08
222	1	2.21e+08	2.22e+08
223	1	2.22e+08	2.23e+08
224	1	2.23e+08	2.24e+08
225	1	2.24e+08	2.25e+08
226	1	2.25e+08	2.26e+08
227	1	2.26e+08	2.27e+08
228	1	2.27e+08	2.28e+08
229	1	2.28e+08	2.29e+08
230	1	2.29e+08	2.3e+08
231	1	2.3e+08	2.31e+08
232	1	2.31e+08	2.32e+08
233	1	2.32e+08	2.33e+08
234	1	2.33e+08	2.34e+08
235	1	2.34e+08	2.35e+08
236	1	2.35e+08	2.36e+08
237	1	2.36e+08	2.37e+08
238	1	2.37e+08	2.38e+08
239	1	2.38e+08	2.39e+08
240	1	2.39e+08	2.4e+08
241	1	2.4e+08	2.41e+08
242	1	2.41e+08	2.42e+08
243	1	2.42e+08	2.43e+08
244	1	2.43e+08	2.44e+08
245	1	2.44e+08	2.45e+08
246	1	2.45e+08	2.46e+08
247	1	2.46e+08	2.47e+08
248	1	2.47e+08	2.48e+08
249	1	2.48e+08	2.49e+08
250	1	2.49e+08	249250621
251	2	0	3e+05
252	2	3e+05	1300000
253	2	1300000	2300000
254	2	2300000	3300000
255	2	3300000	4300000
256	2	4300000	5300000
257	2	5300000	6300000
258	2	6300000	7300000
259	2	7300000	8300000
260	2	8300000	9300000
261	2	9300000	10300000
262	2	10300000	11300000
263	2	11300000	12300000
264	2	12300000	13300000
265	2	13300000	14300000
266	2	14300000	15300000
267	2	15300000	16300000
268	2	16300000	17300000
269	2	17300000	18300000
270	2	18300000	19300000
271	2	19300000	20300000
272	2	20300000	21300000
273	2	21300000	22300000
274	2	22300000	23300000
275	2	23300000	24300000
276	2	24300000	25300000
277	2	25300000	26300000
278	2	26300000	27300000
279	2	27300000	28300000
280	2	28300000	29300000
281	2	29300000	30300000
282	2	30300000	31300000
283	2	31300000	32300000
284	2	32300000	33300000
285	2	33300000	34300000
286	2	34300000	35300000
287	2	35300000	36300000
288	2	36300000	37300000
289	2	37300000	38300000
290	2	38300000	39300000
291	2	39300000	40300000
292	2	40300000	41300000
293	2	41300000	42300000
294	2	42300000	43300000
295	2	43300000	44300000
296	2	44300000	45300000
297	2	45300000	46300000
298	2	46300000	47300000
299	2	47300000	48300000
300	2	48300000	49300000
301	2	49300000	50300000
302	2	50300000	51300000
303	2	51300000	52300000
304	2	52300000	53300000
305	2	53300000	54300000
306	2	54300000	55300000
307	2	55300000	56300000
308	2	56300000	57300000
309	2	57300000	58300000
310	2	58300000	59300000
311	2	59300000	60300000
312	2	60300000	61300000
313	2	61300000	62300000
314	2	62300000	63300000
315	2	63300000	64300000
316	2	64300000	65300000
317	2	65300000	66300000
318	2	66300000	67300000
319	2	67300000	68300000
320	2	68300000	69300000
321	2	69300000	70300000
322	2	70300000	71300000
323	2	71300000	72300000
324	2	72300000	73300000
325	2	73300000	74300000
326	2	74300000	75300000
327	2	75300000	76300000
328	2	76300000	77300000
329	2	77300000	78300000
330	2	78300000	79300000
331	2	79300000	80300000
332	2	80300000	81300000
333	2	81300000	82300000
334	2	82300000	83300000
335	2	83300000	84300000
336	2	84300000	85300000
337	2	85300000	86300000
338	2	86300000	87300000
339	2	87300000	88300000
340	2	88300000	89300000
341	2	89300000	90300000
342	2	90300000	91300000
343	2	91300000	92300000
344	2	92300000	93300000
345	2	93300000	94300000
346	2	94300000	95300000
347	2	95300000	96300000
348	2	96300000	97300000
349	2	97300000	98300000
350	2	98300000	99300000
351	2	99300000	100300000
352	2	100300000	101300000
353	2	101300000	102300000
354	2	102300000	103300000
355	2	103300000	104300000
356	2	104300000	105300000
357	2	105300000	106300000
358	2	106300000	107300000
359	2	107300000	108300000
360	2	108300000	109300000
361	2	109300000	110300000
362	2	110300000	111300000
363	2	111300000	112300000
364	2	112300000	113300000
365	2	113300000	114300000
366	2	114300000	115300000
367	2	115300000	116300000
368	2	116300000	117300000
369	2	117300000	118300000
370	2	118300000	119300000
371	2	119300000	120300000
372	2	120300000	121300000
373	2	121300000	122300000
374	2	122300000	123300000
375	2	123300000	124300000
376	2	124300000	125300000
377	2	125300000	126300000
378	2	126300000	127300000
379	2	127300000	128300000
380	2	128300000	129300000
381	2	129300000	130300000
382	2	130300000	131300000
383	2	131300000	132300000
384	2	132300000	133300000
385	2	133300000	134300000
386	2	134300000	135300000
387	2	135300000	136300000
388	2	136300000	137300000
389	2	137300000	138300000
390	2	138300000	139300000
391	2	139300000	140300000
392	2	140300000	141300000
393	2	141300000	142300000
394	2	142300000	143300000
395	2	143300000	144300000
396	2	144300000	145300000
397	2	145300000	146300000
398	2	146300000	147300000
399	2	147300000	148300000
400	2	148300000	149300000
401	2	149300000	150300000
402	2	150300000	151300000
403	2	151300000	152300000
404	2	152300000	153300000
405	2	153300000	154300000
406	2	154300000	155300000
407	2	155300000	156300000
408	2	156300000	157300000
409	2	157300000	158300000
410	2	158300000	159300000
411	2	159300000	160300000
412	2	160300000	161300000
413	2	161300000	162300000
414	2	162300000	163300000
415	2	163300000	164300000
416	2	164300000	165300000
417	2	165300000	166300000
418	2	166300000	167300000
419	2	167300000	168300000
420	2	168300000	169300000
421	2	169300000	170300000
422	2	170300000	171300000
423	2	171300000	172300000
424	2	172300000	173300000
425	2	173300000	174300000
426	2	174300000	175300000
427	2	175300000	176300000
428	2	176300000	177300000
429	2	177300000	178300000
430	2	178300000	179300000
431	2	179300000	180300000
432	2	180300000	181300000
433	2	181300000	182300000
434	2	182300000	183300000
435	2	183300000	184300000
436	2	184300000	185300000
437	2	185300000	186300000
438	2	186300000	187300000
439	2	187300000	188300000
440	2	188300000	189300000
441	2	189300000	190300000
442	2	190300000	191300000
443	2	191300000	192300000
444	2	192300000	193300000
445	2	193300000	194300000
446	2	194300000	195300000
447	2	195300000	196300000
448	2	196300000	197300000
449	2	197300000	198300000
450	2	198300000	199300000
451	2	199300000	200300000
452	2	200300000	201300000
453	2	201300000	202300000
454	2	202300000	203300000
455	2	203300000	204300000
456	2	204300000	205300000
457	2	205300000	206300000
458	2	206300000	207300000
459	2	207300000	208300000
460	2	208300000	209300000
461	2	209300000	210300000
462	2	210300000	211300000
463	2	211300000	212300000
464	2	212300000	213300000
465	2	213300000	214300000
466	2	214300000	215300000
467	2	215300000	216300000
468	2	216300000	217300000
469	2	217300000	218300000
470	2	218300000	219300000
471	2	219300000	220300000
472	2	220300000	221300000
473	2	221300000	222300000
474	2	222300000	223300000
475	2	223300000	224300000
476	2	224300000	225300000
477	2	225300000	226300000
478	2	226300000	227300000
479	2	227300000	228300000
480	2	228300000	229300000
481	2	229300000	230300000
482	2	230300000	231300000
483	2	231300000	232300000
484	2	232300000	233300000
485	2	233300000	234300000
486	2	234300000	235300000
487	2	235300000	236300000
488	2	236300000	237300000
489	2	237300000	238300000
490	2	238300000	239300000
491	2	239300000	240300000
492	2	240300000	241300000
493	2	241300000	242300000
494	2	242300000	243199373
495	3	0	1e+06
496	3	1e+06	2e+06
497	3	2e+06	3e+06
498	3	3e+06	4e+06
499	3	4e+06	5e+06
500	3	5e+06	6e+06
501	3	6e+06	7e+06
502	3	7e+06	8e+06
503	3	8e+06	9e+06
504	3	9e+06	1e+07
505	3	1e+07	1.1e+07
506	3	1.1e+07	1.2e+07
507	3	1.2e+07	1.3e+07
508	3	1.3e+07	1.4e+07
509	3	1.4e+07	1.5e+07
510	3	1.5e+07	1.6e+07
511	3	1.6e+07	1.7e+07
512	3	1.7e+07	1.8e+07
513	3	1.8e+07	1.9e+07
514	3	1.9e+07	2e+07
515	3	2e+07	2.1e+07
516	3	2.1e+07	2.2e+07
517	3	2.2e+07	2.3e+07
518	3	2.3e+07	2.4e+07
519	3	2.4e+07	2.5e+07
520	3	2.5e+07	2.6e+07
521	3	2.6e+07	2.7e+07
522	3	2.7e+07	2.8e+07
523	3	2.8e+07	2.9e+07
524	3	2.9e+07	3e+07
525	3	3e+07	3.1e+07
526	3	3.1e+07	3.2e+07
527	3	3.2e+07	3.3e+07
528	3	3.3e+07	3.4e+07
529	3	3.4e+07	3.5e+07
530	3	3.5e+07	3.6e+07
531	3	3.6e+07	3.7e+07
532	3	3.7e+07	3.8e+07
533	3	3.8e+07	3.9e+07
534	3	3.9e+07	4e+07
535	3	4e+07	4.1e+07
536	3	4.1e+07	4.2e+07
537	3	4.2e+07	4.3e+07
538	3	4.3e+07	4.4e+07
539	3	4.4e+07	4.5e+07
540	3	4.5e+07	4.6e+07
541	3	4.6e+07	4.7e+07
542	3	4.7e+07	4.8e+07
543	3	4.8e+07	4.9e+07
544	3	4.9e+07	5e+07
545	3	5e+07	5.1e+07
546	3	5.1e+07	5.2e+07
547	3	5.2e+07	5.3e+07
548	3	5.3e+07	5.4e+07
549	3	5.4e+07	5.5e+07
550	3	5.5e+07	5.6e+07
551	3	5.6e+07	5.7e+07
552	3	5.7e+07	5.8e+07
553	3	5.8e+07	5.9e+07
554	3	5.9e+07	6e+07
555	3	6e+07	6.1e+07
556	3	6.1e+07	6.2e+07
557	3	6.2e+07	6.3e+07
558	3	6.3e+07	6.4e+07
559	3	6.4e+07	6.5e+07
560	3	6.5e+07	6.6e+07
561	3	6.6e+07	6.7e+07
562	3	6.7e+07	6.8e+07
563	3	6.8e+07	6.9e+07
564	3	6.9e+07	7e+07
565	3	7e+07	7.1e+07
566	3	7.1e+07	7.2e+07
567	3	7.2e+07	7.3e+07
568	3	7.3e+07	7.4e+07
569	3	7.4e+07	7.5e+07
570	3	7.5e+07	7.6e+07
571	3	7.6e+07	7.7e+07
572	3	7.7e+07	7.8e+07
573	3	7.8e+07	7.9e+07
574	3	7.9e+07	8e+07
575	3	8e+07	8.1e+07
576	3	8.1e+07	8.2e+07
577	3	8.2e+07	8.3e+07
578	3	8.3e+07	8.4e+07
579	3	8.4e+07	8.5e+07
580	3	8.5e+07	8.6e+07
581	3	8.6e+07	8.7e+07
582	3	8.7e+07	8.8e+07
583	3	8.8e+07	8.9e+07
584	3	8.9e+07	9e+07
585	3	9e+07	9.1e+07
586	3	9.1e+07	9.2e+07
587	3	9.2e+07	9.3e+07
588	3	9.3e+07	9.4e+07
589	3	9.4e+07	9.5e+07
590	3	9.5e+07	9.6e+07
591	3	9.6e+07	9.7e+07
592	3	9.7e+07	9.8e+07
593	3	9.8e+07	9.9e+07
594	3	9.9e+07	1e+08
595	3	1e+08	1.01e+08
596	3	1.01e+08	1.02e+08
597	3	1.02e+08	1.03e+08
598	3	1.03e+08	1.04e+08
599	3	1.04e+08	1.05e+08
600	3	1.05e+08	1.06e+08
601	3	1.06e+08	1.07e+08
602	3	1.07e+08	1.08e+08
603	3	1.08e+08	1.09e+08
604	3	1.09e+08	1.1e+08
605	3	1.1e+08	1.11e+08
606	3	1.11e+08	1.12e+08
607	3	1.12e+08	1.13e+08
608	3	1.13e+08	1.14e+08
609	3	1.14e+08	1.15e+08
610	3	1.15e+08	1.16e+08
611	3	1.16e+08	1.17e+08
612	3	1.17e+08	1.18e+08
613	3	1.18e+08	1.19e+08
614	3	1.19e+08	1.2e+08
615	3	1.2e+08	1.21e+08
616	3	1.21e+08	1.22e+08
617	3	1.22e+08	1.23e+08
618	3	1.23e+08	1.24e+08
619	3	1.24e+08	1.25e+08
620	3	1.25e+08	1.26e+08
621	3	1.26e+08	1.27e+08
622	3	1.27e+08	1.28e+08
623	3	1.28e+08	1.29e+08
624	3	1.29e+08	1.3e+08
625	3	1.3e+08	1.31e+08
626	3	1.31e+08	1.32e+08
627	3	1.32e+08	1.33e+08
628	3	1.33e+08	1.34e+08
629	3	1.34e+08	1.35e+08
630	3	1.35e+08	1.36e+08
631	3	1.36e+08	1.37e+08
632	3	1.37e+08	1.38e+08
633	3	1.38e+08	1.39e+08
634	3	1.39e+08	1.4e+08
635	3	1.4e+08	1.41e+08
636	3	1.41e+08	1.42e+08
637	3	1.42e+08	1.43e+08
638	3	1.43e+08	1.44e+08
639	3	1.44e+08	1.45e+08
640	3	1.45e+08	1.46e+08
641	3	1.46e+08	1.47e+08
642	3	1.47e+08	1.48e+08
643	3	1.48e+08	1.49e+08
644	3	1.49e+08	1.5e+08
645	3	1.5e+08	1.51e+08
646	3	1.51e+08	1.52e+08
647	3	1.52e+08	1.53e+08
648	3	1.53e+08	1.54e+08
649	3	1.54e+08	1.55e+08
650	3	1.55e+08	1.56e+08
651	3	1.56e+08	1.57e+08
652	3	1.57e+08	1.58e+08
653	3	1.58e+08	1.59e+08
654	3	1.59e+08	1.6e+08
655	3	1.6e+08	1.61e+08
656	3	1.61e+08	1.62e+08
657	3	1.62e+08	1.63e+08
658	3	1.63e+08	1.64e+08
659	3	1.64e+08	1.65e+08
660	3	1.65e+08	1.66e+08
661	3	1.66e+08	1.67e+08
662	3	1.67e+08	1.68e+08
663	3	1.68e+08	1.69e+08
664	3	1.69e+08	1.7e+08
665	3	1.7e+08	1.71e+08
666	3	1.71e+08	1.72e+08
667	3	1.72e+08	1.73e+08
668	3	1.73e+08	1.74e+08
669	3	1.74e+08	1.75e+08
670	3	1.75e+08	1.76e+08
671	3	1.76e+08	1.77e+08
672	3	1.77e+08	1.78e+08
673	3	1.78e+08	1.79e+08
674	3	1.79e+08	1.8e+08
675	3	1.8e+08	1.81e+08
676	3	1.81e+08	1.82e+08
677	3	1.82e+08	1.83e+08
678	3	1.83e+08	1.84e+08
679	3	1.84e+08	1.85e+08
680	3	1.85e+08	1.86e+08
681	3	1.86e+08	1.87e+08
682	3	1.87e+08	1.88e+08
683	3	1.88e+08	1.89e+08
684	3	1.89e+08	1.9e+08
685	3	1.9e+08	1.91e+08
686	3	1.91e+08	1.92e+08
687	3	1.92e+08	1.93e+08
688	3	1.93e+08	1.94e+08
689	3	1.94e+08	1.95e+08
690	3	1.95e+08	1.96e+08
691	3	1.96e+08	1.97e+08
692	3	1.97e+08	198022430
693	4	0	4e+05
694	4	4e+05	1400000
695	4	1400000	2400000
696	4	2400000	3400000
697	4	3400000	4400000
698	4	4400000	5400000
699	4	5400000	6400000
700	4	6400000	7400000
701	4	7400000	8400000
702	4	8400000	9400000
703	4	9400000	10400000
704	4	10400000	11400000
705	4	11400000	12400000
706	4	12400000	13400000
707	4	13400000	14400000
708	4	14400000	15400000
709	4	15400000	16400000
710	4	16400000	17400000
711	4	17400000	18400000
712	4	18400000	19400000
713	4	19400000	20400000
714	4	20400000	21400000
715	4	21400000	22400000
716	4	22400000	23400000
717	4	23400000	24400000
718	4	24400000	25400000
719	4	25400000	26400000
720	4	26400000	27400000
721	4	27400000	28400000
722	4	28400000	29400000
723	4	29400000	30400000
724	4	30400000	31400000
725	4	31400000	32400000
726	4	32400000	33400000
727	4	33400000	34400000
728	4	34400000	35400000
729	4	35400000	36400000
730	4	36400000	37400000
731	4	37400000	38400000
732	4	38400000	39400000
733	4	39400000	40400000
734	4	40400000	41400000
735	4	41400000	42400000
736	4	42400000	43400000
737	4	43400000	44400000
738	4	44400000	45400000
739	4	45400000	46400000
740	4	46400000	47400000
741	4	47400000	48400000
742	4	48400000	49400000
743	4	49400000	50400000
744	4	50400000	51400000
745	4	51400000	52400000
746	4	52400000	53400000
747	4	53400000	54400000
748	4	54400000	55400000
749	4	55400000	56400000
750	4	56400000	57400000
751	4	57400000	58400000
752	4	58400000	59400000
753	4	59400000	60400000
754	4	60400000	61400000
755	4	61400000	62400000
756	4	62400000	63400000
757	4	63400000	64400000
758	4	64400000	65400000
759	4	65400000	66400000
760	4	66400000	67400000
761	4	67400000	68400000
762	4	68400000	69400000
763	4	69400000	70400000
764	4	70400000	71400000
765	4	71400000	72400000
766	4	72400000	73400000
767	4	73400000	74400000
768	4	74400000	75400000
769	4	75400000	76400000
770	4	76400000	77400000
771	4	77400000	78400000
772	4	78400000	79400000
773	4	79400000	80400000
774	4	80400000	81400000
775	4	81400000	82400000
776	4	82400000	83400000
777	4	83400000	84400000
778	4	84400000	85400000
779	4	85400000	86400000
780	4	86400000	87400000
781	4	87400000	88400000
782	4	88400000	89400000
783	4	89400000	90400000
784	4	90400000	91400000
785	4	91400000	92400000
786	4	92400000	93400000
787	4	93400000	94400000
788	4	94400000	95400000
789	4	95400000	96400000
790	4	96400000	97400000
791	4	97400000	98400000
792	4	98400000	99400000
793	4	99400000	100400000
794	4	100400000	101400000
795	4	101400000	102400000
796	4	102400000	103400000
797	4	103400000	104400000
798	4	104400000	105400000
799	4	105400000	106400000
800	4	106400000	107400000
801	4	107400000	108400000
802	4	108400000	109400000
803	4	109400000	110400000
804	4	110400000	111400000
805	4	111400000	112400000
806	4	112400000	113400000
807	4	113400000	114400000
808	4	114400000	115400000
809	4	115400000	116400000
810	4	116400000	117400000
811	4	117400000	118400000
812	4	118400000	119400000
813	4	119400000	120400000
814	4	120400000	121400000
815	4	121400000	122400000
816	4	122400000	123400000
817	4	123400000	124400000
818	4	124400000	125400000
819	4	125400000	126400000
820	4	126400000	127400000
821	4	127400000	128400000
822	4	128400000	129400000
823	4	129400000	130400000
824	4	130400000	131400000
825	4	131400000	132400000
826	4	132400000	133400000
827	4	133400000	134400000
828	4	134400000	135400000
829	4	135400000	136400000
830	4	136400000	137400000
831	4	137400000	138400000
832	4	138400000	139400000
833	4	139400000	140400000
834	4	140400000	141400000
835	4	141400000	142400000
836	4	142400000	143400000
837	4	143400000	144400000
838	4	144400000	145400000
839	4	145400000	146400000
840	4	146400000	147400000
841	4	147400000	148400000
842	4	148400000	149400000
843	4	149400000	150400000
844	4	150400000	151400000
845	4	151400000	152400000
846	4	152400000	153400000
847	4	153400000	154400000
848	4	154400000	155400000
849	4	155400000	156400000
850	4	156400000	157400000
851	4	157400000	158400000
852	4	158400000	159400000
853	4	159400000	160400000
854	4	160400000	161400000
855	4	161400000	162400000
856	4	162400000	163400000
857	4	163400000	164400000
858	4	164400000	165400000
859	4	165400000	166400000
860	4	166400000	167400000
861	4	167400000	168400000
862	4	168400000	169400000
863	4	169400000	170400000
864	4	170400000	171400000
865	4	171400000	172400000
866	4	172400000	173400000
867	4	173400000	174400000
868	4	174400000	175400000
869	4	175400000	176400000
870	4	176400000	177400000
871	4	177400000	178400000
872	4	178400000	179400000
873	4	179400000	180400000
874	4	180400000	181400000
875	4	181400000	182400000
876	4	182400000	183400000
877	4	183400000	184400000
878	4	184400000	185400000
879	4	185400000	186400000
880	4	186400000	187400000
881	4	187400000	188400000
882	4	188400000	189400000
883	4	189400000	190400000
884	4	190400000	191154276
885	5	0	4e+05
886	5	4e+05	1400000
887	5	1400000	2400000
888	5	2400000	3400000
889	5	3400000	4400000
890	5	4400000	5400000
891	5	5400000	6400000
892	5	6400000	7400000
893	5	7400000	8400000
894	5	8400000	9400000
895	5	9400000	10400000
896	5	10400000	11400000
897	5	11400000	12400000
898	5	12400000	13400000
899	5	13400000	14400000
900	5	14400000	15400000
901	5	15400000	16400000
902	5	16400000	17400000
903	5	17400000	18400000
904	5	18400000	19400000
905	5	19400000	20400000
906	5	20400000	21400000
907	5	21400000	22400000
908	5	22400000	23400000
909	5	23400000	24400000
910	5	24400000	25400000
911	5	25400000	26400000
912	5	26400000	27400000
913	5	27400000	28400000
914	5	28400000	29400000
915	5	29400000	30400000
916	5	30400000	31400000
917	5	31400000	32400000
918	5	32400000	33400000
919	5	33400000	34400000
920	5	34400000	35400000
921	5	35400000	36400000
922	5	36400000	37400000
923	5	37400000	38400000
924	5	38400000	39400000
925	5	39400000	40400000
926	5	40400000	41400000
927	5	41400000	42400000
928	5	42400000	43400000
929	5	43400000	44400000
930	5	44400000	45400000
931	5	45400000	46400000
932	5	46400000	47400000
933	5	47400000	48400000
934	5	48400000	49400000
935	5	49400000	50400000
936	5	50400000	51400000
937	5	51400000	52400000
938	5	52400000	53400000
939	5	53400000	54400000
940	5	54400000	55400000
941	5	55400000	56400000
942	5	56400000	57400000
943	5	57400000	58400000
944	5	58400000	59400000
945	5	59400000	60400000
946	5	60400000	61400000
947	5	61400000	62400000
948	5	62400000	63400000
949	5	63400000	64400000
950	5	64400000	65400000
951	5	65400000	66400000
952	5	66400000	67400000
953	5	67400000	68400000
954	5	68400000	69400000
955	5	69400000	70400000
