index	chromosome	start	end
241	1	239300000	240300000
242	1	240300000	241300000
243	1	241300000	242300000
244	1	242300000	243300000
245	1	243300000	244300000
246	1	244300000	245300000
247	1	245300000	246300000
248	1	246300000	247249719
249	2	0	3e+05
250	2	3e+05	1300000
251	2	1300000	2300000
252	2	2300000	3300000
253	2	3300000	4300000
254	2	4300000	5300000
255	2	5300000	6300000
256	2	6300000	7300000
257	2	7300000	8300000
258	2	8300000	9300000
259	2	9300000	10300000
260	2	10300000	11300000
261	2	11300000	12300000
262	2	12300000	13300000
263	2	13300000	14300000
264	2	14300000	15300000
265	2	15300000	16300000
266	2	16300000	17300000
267	2	17300000	18300000
268	2	18300000	19300000
269	2	19300000	20300000
270	2	20300000	21300000
271	2	21300000	22300000
272	2	22300000	23300000
273	2	23300000	24300000
274	2	24300000	25300000
275	2	25300000	26300000
276	2	26300000	27300000
277	2	27300000	28300000
278	2	28300000	29300000
279	2	29300000	30300000
280	2	30300000	31300000
281	2	31300000	32300000
282	2	32300000	33300000
283	2	33300000	34300000
284	2	34300000	35300000
285	2	35300000	36300000
286	2	36300000	37300000
287	2	37300000	38300000
288	2	38300000	39300000
289	2	39300000	40300000
290	2	40300000	41300000
291	2	41300000	42300000
292	2	42300000	43300000
293	2	43300000	44300000
294	2	44300000	45300000
295	2	45300000	46300000
296	2	46300000	47300000
297	2	47300000	48300000
298	2	48300000	49300000
299	2	49300000	50300000
300	2	50300000	51300000
301	2	51300000	52300000
302	2	52300000	53300000
303	2	53300000	54300000
304	2	54300000	55300000
305	2	55300000	56300000
306	2	56300000	57300000
307	2	57300000	58300000
308	2	58300000	59300000
309	2	59300000	60300000
310	2	60300000	61300000
311	2	61300000	62300000
312	2	62300000	63300000
313	2	63300000	64300000
314	2	64300000	65300000
315	2	65300000	66300000
316	2	66300000	67300000
317	2	67300000	68300000
318	2	68300000	69300000
319	2	69300000	70300000
320	2	70300000	71300000
321	2	71300000	72300000
322	2	72300000	73300000
323	2	73300000	74300000
324	2	74300000	75300000
325	2	75300000	76300000
326	2	76300000	77300000
327	2	77300000	78300000
328	2	78300000	79300000
329	2	79300000	80300000
330	2	80300000	81300000
331	2	81300000	82300000
332	2	82300000	83300000
333	2	83300000	84300000
334	2	84300000	85300000
335	2	85300000	86300000
336	2	86300000	87300000
337	2	87300000	88300000
338	2	88300000	89300000
339	2	89300000	90300000
340	2	90300000	91300000
341	2	91300000	92300000
342	2	92300000	93300000
343	2	93300000	94300000
344	2	94300000	95300000
345	2	95300000	96300000
346	2	96300000	97300000
347	2	97300000	98300000
348	2	98300000	99300000
349	2	99300000	100300000
350	2	100300000	101300000
351	2	101300000	102300000
352	2	102300000	103300000
353	2	103300000	104300000
354	2	104300000	105300000
355	2	105300000	106300000
356	2	106300000	107300000
357	2	107300000	108300000
358	2	108300000	109300000
359	2	109300000	110300000
360	2	110300000	111300000
361	2	111300000	112300000
362	2	112300000	113300000
363	2	113300000	114300000
364	2	114300000	115300000
365	2	115300000	116300000
366	2	116300000	117300000
367	2	117300000	118300000
368	2	118300000	119300000
369	2	119300000	120300000
370	2	120300000	121300000
371	2	121300000	122300000
372	2	122300000	123300000
373	2	123300000	124300000
374	2	124300000	125300000
375	2	125300000	126300000
376	2	126300000	127300000
377	2	127300000	128300000
378	2	128300000	129300000
379	2	129300000	130300000
380	2	130300000	131300000
381	2	131300000	132300000
382	2	132300000	133300000
383	2	133300000	134300000
384	2	134300000	135300000
385	2	135300000	136300000
386	2	136300000	137300000
387	2	137300000	138300000
388	2	138300000	139300000
389	2	139300000	140300000
390	2	140300000	141300000
391	2	141300000	142300000
392	2	142300000	143300000
393	2	143300000	144300000
394	2	144300000	145300000
395	2	145300000	146300000
396	2	146300000	147300000
397	2	147300000	148300000
398	2	148300000	149300000
399	2	149300000	150300000
400	2	150300000	151300000
401	2	151300000	152300000
402	2	152300000	153300000
403	2	153300000	154300000
404	2	154300000	155300000
405	2	155300000	156300000
406	2	156300000	157300000
407	2	157300000	158300000
408	2	158300000	159300000
409	2	159300000	160300000
410	2	160300000	161300000
411	2	161300000	162300000
412	2	162300000	163300000
413	2	163300000	164300000
414	2	164300000	165300000
415	2	165300000	166300000
416	2	166300000	167300000
417	2	167300000	168300000
418	2	168300000	169300000
419	2	169300000	170300000
420	2	170300000	171300000
421	2	171300000	172300000
422	2	172300000	173300000
423	2	173300000	174300000
424	2	174300000	175300000
425	2	175300000	176300000
426	2	176300000	177300000
427	2	177300000	178300000
428	2	178300000	179300000
429	2	179300000	180300000
430	2	180300000	181300000
431	2	181300000	182300000
432	2	182300000	183300000
433	2	183300000	184300000
434	2	184300000	185300000
435	2	185300000	186300000
436	2	186300000	187300000
437	2	187300000	188300000
438	2	188300000	189300000
439	2	189300000	190300000
440	2	190300000	191300000
441	2	191300000	192300000
442	2	192300000	193300000
443	2	193300000	194300000
444	2	194300000	195300000
445	2	195300000	196300000
446	2	196300000	197300000
447	2	197300000	198300000
448	2	198300000	199300000
449	2	199300000	200300000
450	2	200300000	201300000
451	2	201300000	202300000
452	2	202300000	203300000
453	2	203300000	204300000
454	2	204300000	205300000
455	2	205300000	206300000
456	2	206300000	207300000
457	2	207300000	208300000
458	2	208300000	209300000
459	2	209300000	210300000
460	2	210300000	211300000
461	2	211300000	212300000
462	2	212300000	213300000
463	2	213300000	214300000
464	2	214300000	215300000
465	2	215300000	216300000
466	2	216300000	217300000
467	2	217300000	218300000
468	2	218300000	219300000
469	2	219300000	220300000
470	2	220300000	221300000
471	2	221300000	222300000
472	2	222300000	223300000
473	2	223300000	224300000
474	2	224300000	225300000
475	2	225300000	226300000
476	2	226300000	227300000
477	2	227300000	228300000
478	2	228300000	229300000
479	2	229300000	230300000
480	2	230300000	231300000
481	2	231300000	232300000
482	2	232300000	233300000
483	2	233300000	234300000
484	2	234300000	235300000
485	2	235300000	236300000
486	2	236300000	237300000
487	2	237300000	238300000
488	2	238300000	239300000
489	2	239300000	240300000
490	2	240300000	241300000
491	2	241300000	242300000
492	2	242300000	242951149
493	3	0	7e+05
494	3	7e+05	1700000
495	3	1700000	2700000
496	3	2700000	3700000
497	3	3700000	4700000
498	3	4700000	5700000
499	3	5700000	6700000
500	3	6700000	7700000
501	3	7700000	8700000
502	3	8700000	9700000
503	3	9700000	10700000
504	3	10700000	11700000
505	3	11700000	12700000
506	3	12700000	13700000
507	3	13700000	14700000
508	3	14700000	15700000
509	3	15700000	16700000
510	3	16700000	17700000
511	3	17700000	18700000
512	3	18700000	19700000
513	3	19700000	20700000
514	3	20700000	21700000
515	3	21700000	22700000
516	3	22700000	23700000
517	3	23700000	24700000
518	3	24700000	25700000
519	3	25700000	26700000
520	3	26700000	27700000
521	3	27700000	28700000
522	3	28700000	29700000
523	3	29700000	30700000
524	3	30700000	31700000
525	3	31700000	32700000
526	3	32700000	33700000
527	3	33700000	34700000
528	3	34700000	35700000
529	3	35700000	36700000
530	3	36700000	37700000
531	3	37700000	38700000
532	3	38700000	39700000
533	3	39700000	40700000
534	3	40700000	41700000
535	3	41700000	42700000
536	3	42700000	43700000
537	3	43700000	44700000
538	3	44700000	45700000
539	3	45700000	46700000
540	3	46700000	47700000
541	3	47700000	48700000
542	3	48700000	49700000
543	3	49700000	50700000
544	3	50700000	51700000
545	3	51700000	52700000
546	3	52700000	53700000
547	3	53700000	54700000
548	3	54700000	55700000
549	3	55700000	56700000
550	3	56700000	57700000
551	3	57700000	58700000
552	3	58700000	59700000
553	3	59700000	60700000
554	3	60700000	61700000
555	3	61700000	62700000
556	3	62700000	63700000
557	3	63700000	64700000
558	3	64700000	65700000
559	3	65700000	66700000
560	3	66700000	67700000
561	3	67700000	68700000
562	3	68700000	69700000
563	3	69700000	70700000
564	3	70700000	71700000
565	3	71700000	72700000
566	3	72700000	73700000
567	3	73700000	74700000
568	3	74700000	75700000
569	3	75700000	76700000
570	3	76700000	77700000
571	3	77700000	78700000
572	3	78700000	79700000
573	3	79700000	80700000
574	3	80700000	81700000
575	3	81700000	82700000
576	3	82700000	83700000
577	3	83700000	84700000
578	3	84700000	85700000
579	3	85700000	86700000
580	3	86700000	87700000
581	3	87700000	88700000
582	3	88700000	89700000
583	3	89700000	90700000
584	3	90700000	91700000
585	3	91700000	92700000
586	3	92700000	93700000
587	3	93700000	94700000
588	3	94700000	95700000
589	3	95700000	96700000
590	3	96700000	97700000
591	3	97700000	98700000
592	3	98700000	99700000
593	3	99700000	100700000
594	3	100700000	101700000
595	3	101700000	102700000
596	3	102700000	103700000
597	3	103700000	104700000
598	3	104700000	105700000
599	3	105700000	106700000
600	3	106700000	107700000
601	3	107700000	108700000
602	3	108700000	109700000
603	3	109700000	110700000
604	3	110700000	111700000
605	3	111700000	112700000
606	3	112700000	113700000
607	3	113700000	114700000
608	3	114700000	115700000
609	3	115700000	116700000
610	3	116700000	117700000
611	3	117700000	118700000
612	3	118700000	119700000
613	3	119700000	120700000
614	3	120700000	121700000
615	3	121700000	122700000
616	3	122700000	123700000
617	3	123700000	124700000
618	3	124700000	125700000
619	3	125700000	126700000
620	3	126700000	127700000
621	3	127700000	128700000
622	3	128700000	129700000
623	3	129700000	130700000
624	3	130700000	131700000
625	3	131700000	132700000
626	3	132700000	133700000
627	3	133700000	134700000
628	3	134700000	135700000
629	3	135700000	136700000
630	3	136700000	137700000
631	3	137700000	138700000
632	3	138700000	139700000
633	3	139700000	140700000
634	3	140700000	141700000
635	3	141700000	142700000
636	3	142700000	143700000
637	3	143700000	144700000
638	3	144700000	145700000
639	3	145700000	146700000
640	3	146700000	147700000
641	3	147700000	148700000
642	3	148700000	149700000
643	3	149700000	150700000
644	3	150700000	151700000
645	3	151700000	152700000
646	3	152700000	153700000
647	3	153700000	154700000
648	3	154700000	155700000
649	3	155700000	156700000
650	3	156700000	157700000
651	3	157700000	158700000
652	3	158700000	159700000
653	3	159700000	160700000
654	3	160700000	161700000
655	3	161700000	162700000
656	3	162700000	163700000
657	3	163700000	164700000
658	3	164700000	165700000
659	3	165700000	166700000
660	3	166700000	167700000
661	3	167700000	168700000
662	3	168700000	169700000
663	3	169700000	170700000
664	3	170700000	171700000
665	3	171700000	172700000
666	3	172700000	173700000
667	3	173700000	174700000
668	3	174700000	175700000
669	3	175700000	176700000
670	3	176700000	177700000
671	3	177700000	178700000
672	3	178700000	179700000
673	3	179700000	180700000
674	3	180700000	181700000
675	3	181700000	182700000
676	3	182700000	183700000
677	3	183700000	184700000
678	3	184700000	185700000
679	3	185700000	186700000
680	3	186700000	187700000
681	3	187700000	188700000
682	3	188700000	189700000
683	3	189700000	190700000
684	3	190700000	191700000
685	3	191700000	192700000
686	3	192700000	193700000
687	3	193700000	194700000
688	3	194700000	195700000
689	3	195700000	196700000
690	3	196700000	197700000
691	3	197700000	198700000
692	3	198700000	199501827
693	4	0	7e+05
694	4	7e+05	1700000
695	4	1700000	2700000
696	4	2700000	3700000
697	4	3700000	4700000
698	4	4700000	5700000
699	4	5700000	6700000
700	4	6700000	7700000
701	4	7700000	8700000
702	4	8700000	9700000
703	4	9700000	10700000
704	4	10700000	11700000
705	4	11700000	12700000
706	4	12700000	13700000
707	4	13700000	14700000
708	4	14700000	15700000
709	4	15700000	16700000
710	4	16700000	17700000
711	4	17700000	18700000
712	4	18700000	19700000
713	4	19700000	20700000
714	4	20700000	21700000
715	4	21700000	22700000
716	4	22700000	23700000
717	4	23700000	24700000
718	4	24700000	25700000
719	4	25700000	26700000
720	4	26700000	27700000
721	4	27700000	28700000
722	4	28700000	29700000
723	4	29700000	30700000
724	4	30700000	31700000
725	4	31700000	32700000
726	4	32700000	33700000
727	4	33700000	34700000
728	4	34700000	35700000
729	4	35700000	36700000
730	4	36700000	37700000
731	4	37700000	38700000
732	4	38700000	39700000
733	4	39700000	40700000
734	4	40700000	41700000
735	4	41700000	42700000
736	4	42700000	43700000
737	4	43700000	44700000
738	4	44700000	45700000
739	4	45700000	46700000
740	4	46700000	47700000
741	4	47700000	48700000
742	4	48700000	49700000
743	4	49700000	50700000
744	4	50700000	51700000
745	4	51700000	52700000
746	4	52700000	53700000
747	4	53700000	54700000
748	4	54700000	55700000
749	4	55700000	56700000
750	4	56700000	57700000
751	4	57700000	58700000
752	4	58700000	59700000
753	4	59700000	60700000
754	4	60700000	61700000
755	4	61700000	62700000
756	4	62700000	63700000
757	4	63700000	64700000
758	4	64700000	65700000
759	4	65700000	66700000
760	4	66700000	67700000
761	4	67700000	68700000
762	4	68700000	69700000
763	4	69700000	70700000
764	4	70700000	71700000
765	4	71700000	72700000
766	4	72700000	73700000
767	4	73700000	74700000
768	4	74700000	75700000
769	4	75700000	76700000
770	4	76700000	77700000
771	4	77700000	78700000
772	4	78700000	79700000
773	4	79700000	80700000
774	4	80700000	81700000
775	4	81700000	82700000
776	4	82700000	83700000
777	4	83700000	84700000
778	4	84700000	85700000
779	4	85700000	86700000
780	4	86700000	87700000
781	4	87700000	88700000
782	4	88700000	89700000
783	4	89700000	90700000
784	4	90700000	91700000
785	4	91700000	92700000
786	4	92700000	93700000
787	4	93700000	94700000
788	4	94700000	95700000
789	4	95700000	96700000
790	4	96700000	97700000
791	4	97700000	98700000
792	4	98700000	99700000
793	4	99700000	100700000
794	4	100700000	101700000
795	4	101700000	102700000
796	4	102700000	103700000
797	4	103700000	104700000
798	4	104700000	105700000
799	4	105700000	106700000
800	4	106700000	107700000
801	4	107700000	108700000
802	4	108700000	109700000
803	4	109700000	110700000
804	4	110700000	111700000
805	4	111700000	112700000
806	4	112700000	113700000
807	4	113700000	114700000
808	4	114700000	115700000
809	4	115700000	116700000
810	4	116700000	117700000
811	4	117700000	118700000
812	4	118700000	119700000
813	4	119700000	120700000
814	4	120700000	121700000
815	4	121700000	122700000
816	4	122700000	123700000
817	4	123700000	124700000
818	4	124700000	125700000
819	4	125700000	126700000
820	4	126700000	127700000
821	4	127700000	128700000
822	4	128700000	129700000
823	4	129700000	130700000
824	4	130700000	131700000
825	4	131700000	132700000
826	4	132700000	133700000
827	4	133700000	134700000
828	4	134700000	135700000
829	4	135700000	136700000
830	4	136700000	137700000
831	4	137700000	138700000
832	4	138700000	139700000
833	4	139700000	140700000
834	4	140700000	141700000
835	4	141700000	142700000
836	4	142700000	143700000
837	4	143700000	144700000
838	4	144700000	145700000
839	4	145700000	146700000
840	4	146700000	147700000
841	4	147700000	148700000
842	4	148700000	149700000
843	4	149700000	150700000
844	4	150700000	151700000
845	4	151700000	152700000
846	4	152700000	153700000
847	4	153700000	154700000
848	4	154700000	155700000
849	4	155700000	156700000
850	4	156700000	157700000
851	4	157700000	158700000
852	4	158700000	159700000
853	4	159700000	160700000
854	4	160700000	161700000
855	4	161700000	162700000
856	4	162700000	163700000
857	4	163700000	164700000
858	4	164700000	165700000
859	4	165700000	166700000
860	4	166700000	167700000
861	4	167700000	168700000
862	4	168700000	169700000
863	4	169700000	170700000
864	4	170700000	171700000
865	4	171700000	172700000
866	4	172700000	173700000
867	4	173700000	174700000
868	4	174700000	175700000
869	4	175700000	176700000
870	4	176700000	177700000
871	4	177700000	178700000
872	4	178700000	179700000
873	4	179700000	180700000
874	4	180700000	181700000
875	4	181700000	182700000
876	4	182700000	183700000
877	4	183700000	184700000
878	4	184700000	185700000
879	4	185700000	186700000
880	4	186700000	187700000
881	4	187700000	188700000
882	4	188700000	189700000
883	4	189700000	190700000
884	4	190700000	191273063
885	5	0	7e+05
886	5	7e+05	1700000
887	5	1700000	2700000
888	5	2700000	3700000
889	5	3700000	4700000
890	5	4700000	5700000
891	5	5700000	6700000
892	5	6700000	7700000
893	5	7700000	8700000
894	5	8700000	9700000
895	5	9700000	10700000
896	5	10700000	11700000
897	5	11700000	12700000
898	5	12700000	13700000
899	5	13700000	14700000
900	5	14700000	15700000
901	5	15700000	16700000
902	5	16700000	17700000
903	5	17700000	18700000
904	5	18700000	19700000
905	5	19700000	20700000
906	5	20700000	21700000
907	5	21700000	22700000
908	5	22700000	23700000
909	5	23700000	24700000
910	5	24700000	25700000
911	5	25700000	26700000
912	5	26700000	27700000
913	5	27700000	28700000
914	5	28700000	29700000
915	5	29700000	30700000
916	5	30700000	31700000
917	5	31700000	32700000
918	5	32700000	33700000
919	5	33700000	34700000
920	5	34700000	35700000
921	5	35700000	36700000
922	5	36700000	37700000
923	5	37700000	38700000
924	5	38700000	39700000
925	5	39700000	40700000
926	5	40700000	41700000
927	5	41700000	42700000
928	5	42700000	43700000
929	5	43700000	44700000
930	5	44700000	45700000
931	5	45700000	46700000
932	5	46700000	47700000
933	5	47700000	48700000
934	5	48700000	49700000
935	5	49700000	50700000
936	5	50700000	51700000
937	5	51700000	52700000
938	5	52700000	53700000
939	5	53700000	54700000
940	5	54700000	55700000
941	5	55700000	56700000
942	5	56700000	57700000
943	5	57700000	58700000
944	5	58700000	59700000
945	5	59700000	60700000
946	5	60700000	61700000
947	5	61700000	62700000
948	5	62700000	63700000
949	5	63700000	64700000
950	5	64700000	65700000
951	5	65700000	66700000
952	5	66700000	67700000
953	5	67700000	68700000
954	5	68700000	69700000
955	5	69700000	70700000
956	5	70700000	71700000
957	5	71700000	72700000
958	5	72700000	73700000
959	5	73700000	74700000
960	5	74700000	75700000
961	5	75700000	76700000
962	5	76700000	77700000
963	5	77700000	78700000
964	5	78700000	79700000
965	5	79700000	80700000
966	5	80700000	81700000
967	5	81700000	82700000
968	5	82700000	83700000
969	5	83700000	84700000
970	5	84700000	85700000
971	5	85700000	86700000
972	5	86700000	87700000
973	5	87700000	88700000
974	5	88700000	89700000
975	5	89700000	90700000
976	5	90700000	91700000
977	5	91700000	92700000
978	5	92700000	93700000
979	5	93700000	94700000
980	5	94700000	95700000
981	5	95700000	96700000
982	5	96700000	97700000
983	5	97700000	98700000
984	5	98700000	99700000
985	5	99700000	100700000
986	5	100700000	101700000
987	5	101700000	102700000
988	5	102700000	103700000
989	5	103700000	104700000
990	5	104700000	105700000
991	5	105700000	106700000
992	5	106700000	107700000
993	5	107700000	108700000
994	5	108700000	109700000
995	5	109700000	110700000
996	5	110700000	111700000
997	5	111700000	112700000
998	5	112700000	113700000
999	5	113700000	114700000
1000	5	114700000	115700000
1001	5	115700000	116700000
1002	5	116700000	117700000
1003	5	117700000	118700000
1004	5	118700000	119700000
1005	5	119700000	120700000
1006	5	120700000	121700000
1007	5	121700000	122700000
1008	5	122700000	123700000
1009	5	123700000	124700000
1010	5	124700000	125700000
1011	5	125700000	126700000
1012	5	126700000	127700000
1013	5	127700000	128700000
1014	5	128700000	129700000
1015	5	129700000	130700000
1016	5	130700000	131700000
1017	5	131700000	132700000
1018	5	132700000	133700000
1019	5	133700000	134700000
1020	5	134700000	135700000
1021	5	135700000	136700000
1022	5	136700000	137700000
1023	5	137700000	138700000
1024	5	138700000	139700000
1025	5	139700000	140700000
1026	5	140700000	141700000
1027	5	141700000	142700000
1028	5	142700000	143700000
1029	5	143700000	144700000
1030	5	144700000	145700000
1031	5	145700000	146700000
1032	5	146700000	147700000
1033	5	147700000	148700000
1034	5	148700000	149700000
1035	5	149700000	150700000
1036	5	150700000	151700000
1037	5	151700000	152700000
1038	5	152700000	153700000
1039	5	153700000	154700000
1040	5	154700000	155700000
1041	5	155700000	156700000
1042	5	156700000	157700000
1043	5	157700000	158700000
1044	5	158700000	159700000
1045	5	159700000	160700000
1046	5	160700000	161700000
1047	5	161700000	162700000
1048	5	162700000	163700000
1049	5	163700000	164700000
1050	5	164700000	165700000
1051	5	165700000	166700000
1052	5	166700000	167700000
1053	5	167700000	168700000
1054	5	168700000	169700000
1055	5	169700000	170700000
1056	5	170700000	171700000
1057	5	171700000	172700000
1058	5	172700000	173700000
1059	5	173700000	174700000
1060	5	174700000	175700000
1061	5	175700000	176700000
1062	5	176700000	177700000
1063	5	177700000	178700000
1064	5	178700000	179700000
1065	5	179700000	180700000
1066	5	180700000	180857866
1067	6	0	5e+05
1068	6	5e+05	1500000
1069	6	1500000	2500000
1070	6	2500000	3500000
1071	6	3500000	4500000
1072	6	4500000	5500000
1073	6	5500000	6500000
1074	6	6500000	7500000
1075	6	7500000	8500000
1076	6	8500000	9500000
1077	6	9500000	10500000
1078	6	10500000	11500000
1079	6	11500000	12500000
1080	6	12500000	13500000
1081	6	13500000	14500000
1082	6	14500000	15500000
1083	6	15500000	16500000
1084	6	16500000	17500000
1085	6	17500000	18500000
1086	6	18500000	19500000
1087	6	19500000	20500000
1088	6	20500000	21500000
1089	6	21500000	22500000
1090	6	22500000	23500000
1091	6	23500000	24500000
1092	6	24500000	25500000
1093	6	25500000	26500000
1094	6	26500000	27500000
1095	6	27500000	28500000
1096	6	28500000	29500000
1097	6	29500000	30500000
1098	6	30500000	31500000
1099	6	31500000	32500000
1100	6	32500000	33500000
1101	6	33500000	34500000
1102	6	34500000	35500000
1103	6	35500000	36500000
1104	6	36500000	37500000
1105	6	37500000	38500000
1106	6	38500000	39500000
1107	6	39500000	40500000
1108	6	40500000	41500000
1109	6	41500000	42500000
1110	6	42500000	43500000
1111	6	43500000	44500000
1112	6	44500000	45500000
1113	6	45500000	46500000
1114	6	46500000	47500000
1115	6	47500000	48500000
1116	6	48500000	49500000
1117	6	49500000	50500000
1118	6	50500000	51500000
1119	6	51500000	52500000
1120	6	52500000	53500000
1121	6	53500000	54500000
1122	6	54500000	55500000
1123	6	55500000	56500000
1124	6	56500000	57500000
1125	6	57500000	58500000
1126	6	58500000	59500000
1127	6	59500000	60500000
1128	6	60500000	61500000
1129	6	61500000	62500000
1130	6	62500000	63500000
1131	6	63500000	64500000
1132	6	64500000	65500000
1133	6	65500000	66500000
1134	6	66500000	67500000
1135	6	67500000	68500000
1136	6	68500000	69500000
1137	6	69500000	70500000
1138	6	70500000	71500000
1139	6	71500000	72500000
1140	6	72500000	73500000
1141	6	73500000	74500000
1142	6	74500000	75500000
1143	6	75500000	76500000
1144	6	76500000	77500000
1145	6	77500000	78500000
1146	6	78500000	79500000
1147	6	79500000	80500000
1148	6	80500000	81500000
1149	6	81500000	82500000
1150	6	82500000	83500000
1151	6	83500000	84500000
1152	6	84500000	85500000
