index	chromosome	start	end
138	1	136400000	137400000
139	1	137400000	138400000
140	1	138400000	139400000
141	1	139400000	140400000
142	1	140400000	141400000
143	1	141400000	142400000
144	1	142400000	143400000
145	1	143400000	144400000
146	1	144400000	145400000
147	1	145400000	146400000
148	1	146400000	147400000
149	1	147400000	148400000
150	1	148400000	149400000
151	1	149400000	150400000
152	1	150400000	151400000
153	1	151400000	152400000
154	1	152400000	153400000
155	1	153400000	154400000
156	1	154400000	155400000
157	1	155400000	156400000
158	1	156400000	157400000
159	1	157400000	158400000
160	1	158400000	159400000
161	1	159400000	160400000
162	1	160400000	161400000
163	1	161400000	162400000
164	1	162400000	163400000
165	1	163400000	164400000
166	1	164400000	165400000
167	1	165400000	166400000
168	1	166400000	167400000
169	1	167400000	168400000
170	1	168400000	169400000
171	1	169400000	170400000
172	1	170400000	171400000
173	1	171400000	172400000
174	1	172400000	173400000
175	1	173400000	174400000
176	1	174400000	175400000
177	1	175400000	176400000
178	1	176400000	177400000
179	1	177400000	178400000
180	1	178400000	179400000
181	1	179400000	180400000
182	1	180400000	181400000
183	1	181400000	182400000
184	1	182400000	183400000
185	1	183400000	184400000
186	1	184400000	185400000
187	1	185400000	186400000
188	1	186400000	187400000
189	1	187400000	188400000
190	1	188400000	189400000
191	1	189400000	190400000
192	1	190400000	191400000
193	1	191400000	192400000
194	1	192400000	193400000
195	1	193400000	194400000
196	1	194400000	195400000
197	1	195400000	196400000
198	1	196400000	197400000
199	1	197400000	198400000
200	1	198400000	199400000
201	1	199400000	200400000
202	1	200400000	201400000
203	1	201400000	202400000
204	1	202400000	203400000
205	1	203400000	204400000
206	1	204400000	205400000
207	1	205400000	206400000
208	1	206400000	207400000
209	1	207400000	208400000
210	1	208400000	209400000
211	1	209400000	210400000
212	1	210400000	211400000
213	1	211400000	212400000
214	1	212400000	213400000
215	1	213400000	214400000
216	1	214400000	215400000
217	1	215400000	216400000
218	1	216400000	217400000
219	1	217400000	218400000
220	1	218400000	219400000
221	1	219400000	220400000
222	1	220400000	221400000
223	1	221400000	222400000
224	1	222400000	223400000
225	1	223400000	224400000
226	1	224400000	225400000
227	1	225400000	226400000
228	1	226400000	227400000
229	1	227400000	228400000
230	1	228400000	229400000
231	1	229400000	230400000
232	1	230400000	231400000
233	1	231400000	232400000
234	1	232400000	233400000
235	1	233400000	234400000
236	1	234400000	235400000
237	1	235400000	236400000
238	1	236400000	237400000
239	1	237400000	238400000
240	1	238400000	239400000
241	1	239400000	240400000
242	1	240400000	241400000
243	1	241400000	242400000
244	1	242400000	243400000
245	1	243400000	244400000
246	1	244400000	245400000
247	1	245400000	246400000
248	1	246400000	247400000
249	1	247400000	248400000
250	1	248400000	248956422
251	2	0	9e+05
252	2	9e+05	1900000
253	2	1900000	2900000
254	2	2900000	3900000
255	2	3900000	4900000
256	2	4900000	5900000
257	2	5900000	6900000
258	2	6900000	7900000
259	2	7900000	8900000
260	2	8900000	9900000
261	2	9900000	10900000
262	2	10900000	11900000
263	2	11900000	12900000
264	2	12900000	13900000
265	2	13900000	14900000
266	2	14900000	15900000
267	2	15900000	16900000
268	2	16900000	17900000
269	2	17900000	18900000
270	2	18900000	19900000
271	2	19900000	20900000
272	2	20900000	21900000
273	2	21900000	22900000
274	2	22900000	23900000
275	2	23900000	24900000
276	2	24900000	25900000
277	2	25900000	26900000
278	2	26900000	27900000
279	2	27900000	28900000
280	2	28900000	29900000
281	2	29900000	30900000
282	2	30900000	31900000
283	2	31900000	32900000
284	2	32900000	33900000
285	2	33900000	34900000
286	2	34900000	35900000
287	2	35900000	36900000
288	2	36900000	37900000
289	2	37900000	38900000
290	2	38900000	39900000
291	2	39900000	40900000
292	2	40900000	41900000
293	2	41900000	42900000
294	2	42900000	43900000
295	2	43900000	44900000
296	2	44900000	45900000
297	2	45900000	46900000
298	2	46900000	47900000
299	2	47900000	48900000
300	2	48900000	49900000
301	2	49900000	50900000
302	2	50900000	51900000
303	2	51900000	52900000
304	2	52900000	53900000
305	2	53900000	54900000
306	2	54900000	55900000
307	2	55900000	56900000
308	2	56900000	57900000
309	2	57900000	58900000
310	2	58900000	59900000
311	2	59900000	60900000
312	2	60900000	61900000
313	2	61900000	62900000
314	2	62900000	63900000
315	2	63900000	64900000
316	2	64900000	65900000
317	2	65900000	66900000
318	2	66900000	67900000
319	2	67900000	68900000
320	2	68900000	69900000
321	2	69900000	70900000
322	2	70900000	71900000
323	2	71900000	72900000
324	2	72900000	73900000
325	2	73900000	74900000
326	2	74900000	75900000
327	2	75900000	76900000
328	2	76900000	77900000
329	2	77900000	78900000
330	2	78900000	79900000
331	2	79900000	80900000
332	2	80900000	81900000
333	2	81900000	82900000
334	2	82900000	83900000
335	2	83900000	84900000
336	2	84900000	85900000
337	2	85900000	86900000
338	2	86900000	87900000
339	2	87900000	88900000
340	2	88900000	89900000
341	2	89900000	90900000
342	2	90900000	91900000
343	2	91900000	92900000
344	2	92900000	93900000
345	2	93900000	94900000
346	2	94900000	95900000
347	2	95900000	96900000
348	2	96900000	97900000
349	2	97900000	98900000
350	2	98900000	99900000
351	2	99900000	100900000
352	2	100900000	101900000
353	2	101900000	102900000
354	2	102900000	103900000
355	2	103900000	104900000
356	2	104900000	105900000
357	2	105900000	106900000
358	2	106900000	107900000
359	2	107900000	108900000
360	2	108900000	109900000
361	2	109900000	110900000
362	2	110900000	111900000
363	2	111900000	112900000
364	2	112900000	113900000
365	2	113900000	114900000
366	2	114900000	115900000
367	2	115900000	116900000
368	2	116900000	117900000
369	2	117900000	118900000
370	2	118900000	119900000
371	2	119900000	120900000
372	2	120900000	121900000
373	2	121900000	122900000
374	2	122900000	123900000
375	2	123900000	124900000
376	2	124900000	125900000
377	2	125900000	126900000
378	2	126900000	127900000
379	2	127900000	128900000
380	2	128900000	129900000
381	2	129900000	130900000
382	2	130900000	131900000
383	2	131900000	132900000
384	2	132900000	133900000
385	2	133900000	134900000
386	2	134900000	135900000
387	2	135900000	136900000
388	2	136900000	137900000
389	2	137900000	138900000
390	2	138900000	139900000
391	2	139900000	140900000
392	2	140900000	141900000
393	2	141900000	142900000
394	2	142900000	143900000
395	2	143900000	144900000
396	2	144900000	145900000
397	2	145900000	146900000
398	2	146900000	147900000
399	2	147900000	148900000
400	2	148900000	149900000
401	2	149900000	150900000
402	2	150900000	151900000
403	2	151900000	152900000
404	2	152900000	153900000
405	2	153900000	154900000
406	2	154900000	155900000
407	2	155900000	156900000
408	2	156900000	157900000
409	2	157900000	158900000
410	2	158900000	159900000
411	2	159900000	160900000
412	2	160900000	161900000
413	2	161900000	162900000
414	2	162900000	163900000
415	2	163900000	164900000
416	2	164900000	165900000
417	2	165900000	166900000
418	2	166900000	167900000
419	2	167900000	168900000
420	2	168900000	169900000
421	2	169900000	170900000
422	2	170900000	171900000
423	2	171900000	172900000
424	2	172900000	173900000
425	2	173900000	174900000
426	2	174900000	175900000
427	2	175900000	176900000
428	2	176900000	177900000
429	2	177900000	178900000
430	2	178900000	179900000
431	2	179900000	180900000
432	2	180900000	181900000
433	2	181900000	182900000
434	2	182900000	183900000
435	2	183900000	184900000
436	2	184900000	185900000
437	2	185900000	186900000
438	2	186900000	187900000
439	2	187900000	188900000
440	2	188900000	189900000
441	2	189900000	190900000
442	2	190900000	191900000
443	2	191900000	192900000
444	2	192900000	193900000
445	2	193900000	194900000
446	2	194900000	195900000
447	2	195900000	196900000
448	2	196900000	197900000
449	2	197900000	198900000
450	2	198900000	199900000
451	2	199900000	200900000
452	2	200900000	201900000
453	2	201900000	202900000
454	2	202900000	203900000
455	2	203900000	204900000
456	2	204900000	205900000
457	2	205900000	206900000
458	2	206900000	207900000
459	2	207900000	208900000
460	2	208900000	209900000
461	2	209900000	210900000
462	2	210900000	211900000
463	2	211900000	212900000
464	2	212900000	213900000
465	2	213900000	214900000
466	2	214900000	215900000
467	2	215900000	216900000
468	2	216900000	217900000
469	2	217900000	218900000
470	2	218900000	219900000
471	2	219900000	220900000
472	2	220900000	221900000
473	2	221900000	222900000
474	2	222900000	223900000
475	2	223900000	224900000
476	2	224900000	225900000
477	2	225900000	226900000
478	2	226900000	227900000
479	2	227900000	228900000
480	2	228900000	229900000
481	2	229900000	230900000
482	2	230900000	231900000
483	2	231900000	232900000
484	2	232900000	233900000
485	2	233900000	234900000
486	2	234900000	235900000
487	2	235900000	236900000
488	2	236900000	237900000
489	2	237900000	238900000
490	2	238900000	239900000
491	2	239900000	240900000
492	2	240900000	241900000
493	2	241900000	242193529
494	3	0	9e+05
495	3	9e+05	1900000
496	3	1900000	2900000
497	3	2900000	3900000
498	3	3900000	4900000
499	3	4900000	5900000
500	3	5900000	6900000
501	3	6900000	7900000
502	3	7900000	8900000
503	3	8900000	9900000
504	3	9900000	10900000
505	3	10900000	11900000
506	3	11900000	12900000
507	3	12900000	13900000
508	3	13900000	14900000
509	3	14900000	15900000
510	3	15900000	16900000
511	3	16900000	17900000
512	3	17900000	18900000
513	3	18900000	19900000
514	3	19900000	20900000
515	3	20900000	21900000
516	3	21900000	22900000
517	3	22900000	23900000
518	3	23900000	24900000
519	3	24900000	25900000
520	3	25900000	26900000
521	3	26900000	27900000
522	3	27900000	28900000
523	3	28900000	29900000
524	3	29900000	30900000
525	3	30900000	31900000
526	3	31900000	32900000
527	3	32900000	33900000
528	3	33900000	34900000
529	3	34900000	35900000
530	3	35900000	36900000
531	3	36900000	37900000
532	3	37900000	38900000
533	3	38900000	39900000
534	3	39900000	40900000
535	3	40900000	41900000
536	3	41900000	42900000
537	3	42900000	43900000
538	3	43900000	44900000
539	3	44900000	45900000
540	3	45900000	46900000
541	3	46900000	47900000
542	3	47900000	48900000
543	3	48900000	49900000
544	3	49900000	50900000
545	3	50900000	51900000
546	3	51900000	52900000
547	3	52900000	53900000
548	3	53900000	54900000
549	3	54900000	55900000
550	3	55900000	56900000
551	3	56900000	57900000
552	3	57900000	58900000
553	3	58900000	59900000
554	3	59900000	60900000
555	3	60900000	61900000
556	3	61900000	62900000
557	3	62900000	63900000
558	3	63900000	64900000
559	3	64900000	65900000
560	3	65900000	66900000
561	3	66900000	67900000
562	3	67900000	68900000
563	3	68900000	69900000
564	3	69900000	70900000
565	3	70900000	71900000
566	3	71900000	72900000
567	3	72900000	73900000
568	3	73900000	74900000
569	3	74900000	75900000
570	3	75900000	76900000
571	3	76900000	77900000
572	3	77900000	78900000
573	3	78900000	79900000
574	3	79900000	80900000
575	3	80900000	81900000
576	3	81900000	82900000
577	3	82900000	83900000
578	3	83900000	84900000
579	3	84900000	85900000
580	3	85900000	86900000
581	3	86900000	87900000
582	3	87900000	88900000
583	3	88900000	89900000
584	3	89900000	90900000
585	3	90900000	91900000
586	3	91900000	92900000
587	3	92900000	93900000
588	3	93900000	94900000
589	3	94900000	95900000
590	3	95900000	96900000
591	3	96900000	97900000
592	3	97900000	98900000
593	3	98900000	99900000
594	3	99900000	100900000
595	3	100900000	101900000
596	3	101900000	102900000
597	3	102900000	103900000
598	3	103900000	104900000
599	3	104900000	105900000
600	3	105900000	106900000
601	3	106900000	107900000
602	3	107900000	108900000
603	3	108900000	109900000
604	3	109900000	110900000
605	3	110900000	111900000
606	3	111900000	112900000
607	3	112900000	113900000
608	3	113900000	114900000
609	3	114900000	115900000
610	3	115900000	116900000
611	3	116900000	117900000
612	3	117900000	118900000
613	3	118900000	119900000
614	3	119900000	120900000
615	3	120900000	121900000
616	3	121900000	122900000
617	3	122900000	123900000
618	3	123900000	124900000
619	3	124900000	125900000
620	3	125900000	126900000
621	3	126900000	127900000
622	3	127900000	128900000
623	3	128900000	129900000
624	3	129900000	130900000
625	3	130900000	131900000
626	3	131900000	132900000
627	3	132900000	133900000
628	3	133900000	134900000
629	3	134900000	135900000
630	3	135900000	136900000
631	3	136900000	137900000
632	3	137900000	138900000
633	3	138900000	139900000
634	3	139900000	140900000
635	3	140900000	141900000
636	3	141900000	142900000
637	3	142900000	143900000
638	3	143900000	144900000
639	3	144900000	145900000
640	3	145900000	146900000
641	3	146900000	147900000
642	3	147900000	148900000
643	3	148900000	149900000
644	3	149900000	150900000
645	3	150900000	151900000
646	3	151900000	152900000
647	3	152900000	153900000
648	3	153900000	154900000
649	3	154900000	155900000
650	3	155900000	156900000
651	3	156900000	157900000
652	3	157900000	158900000
653	3	158900000	159900000
654	3	159900000	160900000
655	3	160900000	161900000
656	3	161900000	162900000
657	3	162900000	163900000
658	3	163900000	164900000
659	3	164900000	165900000
660	3	165900000	166900000
661	3	166900000	167900000
662	3	167900000	168900000
663	3	168900000	169900000
664	3	169900000	170900000
665	3	170900000	171900000
666	3	171900000	172900000
667	3	172900000	173900000
668	3	173900000	174900000
669	3	174900000	175900000
670	3	175900000	176900000
671	3	176900000	177900000
672	3	177900000	178900000
673	3	178900000	179900000
674	3	179900000	180900000
675	3	180900000	181900000
676	3	181900000	182900000
677	3	182900000	183900000
678	3	183900000	184900000
679	3	184900000	185900000
680	3	185900000	186900000
681	3	186900000	187900000
682	3	187900000	188900000
683	3	188900000	189900000
684	3	189900000	190900000
685	3	190900000	191900000
686	3	191900000	192900000
687	3	192900000	193900000
688	3	193900000	194900000
689	3	194900000	195900000
690	3	195900000	196900000
691	3	196900000	197900000
692	3	197900000	198295559
693	4	0	1e+06
694	4	1e+06	2e+06
695	4	2e+06	3e+06
696	4	3e+06	4e+06
697	4	4e+06	5e+06
698	4	5e+06	6e+06
699	4	6e+06	7e+06
700	4	7e+06	8e+06
701	4	8e+06	9e+06
702	4	9e+06	1e+07
703	4	1e+07	1.1e+07
704	4	1.1e+07	1.2e+07
705	4	1.2e+07	1.3e+07
706	4	1.3e+07	1.4e+07
707	4	1.4e+07	1.5e+07
708	4	1.5e+07	1.6e+07
709	4	1.6e+07	1.7e+07
710	4	1.7e+07	1.8e+07
711	4	1.8e+07	1.9e+07
712	4	1.9e+07	2e+07
713	4	2e+07	2.1e+07
714	4	2.1e+07	2.2e+07
715	4	2.2e+07	2.3e+07
716	4	2.3e+07	2.4e+07
717	4	2.4e+07	2.5e+07
718	4	2.5e+07	2.6e+07
719	4	2.6e+07	2.7e+07
720	4	2.7e+07	2.8e+07
721	4	2.8e+07	2.9e+07
722	4	2.9e+07	3e+07
723	4	3e+07	3.1e+07
724	4	3.1e+07	3.2e+07
725	4	3.2e+07	3.3e+07
726	4	3.3e+07	3.4e+07
727	4	3.4e+07	3.5e+07
728	4	3.5e+07	3.6e+07
729	4	3.6e+07	3.7e+07
730	4	3.7e+07	3.8e+07
731	4	3.8e+07	3.9e+07
732	4	3.9e+07	4e+07
733	4	4e+07	4.1e+07
734	4	4.1e+07	4.2e+07
735	4	4.2e+07	4.3e+07
736	4	4.3e+07	4.4e+07
737	4	4.4e+07	4.5e+07
738	4	4.5e+07	4.6e+07
739	4	4.6e+07	4.7e+07
740	4	4.7e+07	4.8e+07
741	4	4.8e+07	4.9e+07
742	4	4.9e+07	5e+07
743	4	5e+07	5.1e+07
744	4	5.1e+07	5.2e+07
745	4	5.2e+07	5.3e+07
746	4	5.3e+07	5.4e+07
747	4	5.4e+07	5.5e+07
748	4	5.5e+07	5.6e+07
749	4	5.6e+07	5.7e+07
750	4	5.7e+07	5.8e+07
751	4	5.8e+07	5.9e+07
752	4	5.9e+07	6e+07
753	4	6e+07	6.1e+07
754	4	6.1e+07	6.2e+07
755	4	6.2e+07	6.3e+07
756	4	6.3e+07	6.4e+07
757	4	6.4e+07	6.5e+07
758	4	6.5e+07	6.6e+07
759	4	6.6e+07	6.7e+07
760	4	6.7e+07	6.8e+07
761	4	6.8e+07	6.9e+07
762	4	6.9e+07	7e+07
763	4	7e+07	7.1e+07
764	4	7.1e+07	7.2e+07
765	4	7.2e+07	7.3e+07
766	4	7.3e+07	7.4e+07
767	4	7.4e+07	7.5e+07
768	4	7.5e+07	7.6e+07
769	4	7.6e+07	7.7e+07
770	4	7.7e+07	7.8e+07
771	4	7.8e+07	7.9e+07
772	4	7.9e+07	8e+07
773	4	8e+07	8.1e+07
774	4	8.1e+07	8.2e+07
775	4	8.2e+07	8.3e+07
776	4	8.3e+07	8.4e+07
777	4	8.4e+07	8.5e+07
778	4	8.5e+07	8.6e+07
779	4	8.6e+07	8.7e+07
780	4	8.7e+07	8.8e+07
781	4	8.8e+07	8.9e+07
782	4	8.9e+07	9e+07
783	4	9e+07	9.1e+07
784	4	9.1e+07	9.2e+07
785	4	9.2e+07	9.3e+07
786	4	9.3e+07	9.4e+07
787	4	9.4e+07	9.5e+07
788	4	9.5e+07	9.6e+07
789	4	9.6e+07	9.7e+07
790	4	9.7e+07	9.8e+07
791	4	9.8e+07	9.9e+07
792	4	9.9e+07	1e+08
793	4	1e+08	1.01e+08
794	4	1.01e+08	1.02e+08
795	4	1.02e+08	1.03e+08
796	4	1.03e+08	1.04e+08
797	4	1.04e+08	1.05e+08
798	4	1.05e+08	1.06e+08
799	4	1.06e+08	1.07e+08
800	4	1.07e+08	1.08e+08
801	4	1.08e+08	1.09e+08
802	4	1.09e+08	1.1e+08
803	4	1.1e+08	1.11e+08
804	4	1.11e+08	1.12e+08
805	4	1.12e+08	1.13e+08
806	4	1.13e+08	1.14e+08
807	4	1.14e+08	1.15e+08
808	4	1.15e+08	1.16e+08
809	4	1.16e+08	1.17e+08
810	4	1.17e+08	1.18e+08
811	4	1.18e+08	1.19e+08
812	4	1.19e+08	1.2e+08
813	4	1.2e+08	1.21e+08
814	4	1.21e+08	1.22e+08
815	4	1.22e+08	1.23e+08
816	4	1.23e+08	1.24e+08
817	4	1.24e+08	1.25e+08
818	4	1.25e+08	1.26e+08
819	4	1.26e+08	1.27e+08
820	4	1.27e+08	1.28e+08
821	4	1.28e+08	1.29e+08
822	4	1.29e+08	1.3e+08
823	4	1.3e+08	1.31e+08
824	4	1.31e+08	1.32e+08
825	4	1.32e+08	1.33e+08
826	4	1.33e+08	1.34e+08
827	4	1.34e+08	1.35e+08
828	4	1.35e+08	1.36e+08
829	4	1.36e+08	1.37e+08
830	4	1.37e+08	1.38e+08
831	4	1.38e+08	1.39e+08
832	4	1.39e+08	1.4e+08
833	4	1.4e+08	1.41e+08
834	4	1.41e+08	1.42e+08
835	4	1.42e+08	1.43e+08
836	4	1.43e+08	1.44e+08
837	4	1.44e+08	1.45e+08
838	4	1.45e+08	1.46e+08
839	4	1.46e+08	1.47e+08
840	4	1.47e+08	1.48e+08
841	4	1.48e+08	1.49e+08
842	4	1.49e+08	1.5e+08
843	4	1.5e+08	1.51e+08
844	4	1.51e+08	1.52e+08
845	4	1.52e+08	1.53e+08
846	4	1.53e+08	1.54e+08
847	4	1.54e+08	1.55e+08
848	4	1.55e+08	1.56e+08
849	4	1.56e+08	1.57e+08
850	4	1.57e+08	1.58e+08
851	4	1.58e+08	1.59e+08
852	4	1.59e+08	1.6e+08
853	4	1.6e+08	1.61e+08
854	4	1.61e+08	1.62e+08
855	4	1.62e+08	1.63e+08
856	4	1.63e+08	1.64e+08
857	4	1.64e+08	1.65e+08
858	4	1.65e+08	1.66e+08
859	4	1.66e+08	1.67e+08
860	4	1.67e+08	1.68e+08
861	4	1.68e+08	1.69e+08
862	4	1.69e+08	1.7e+08
863	4	1.7e+08	1.71e+08
864	4	1.71e+08	1.72e+08
865	4	1.72e+08	1.73e+08
866	4	1.73e+08	1.74e+08
867	4	1.74e+08	1.75e+08
868	4	1.75e+08	1.76e+08
869	4	1.76e+08	1.77e+08
870	4	1.77e+08	1.78e+08
871	4	1.78e+08	1.79e+08
872	4	1.79e+08	1.8e+08
873	4	1.8e+08	1.81e+08
874	4	1.81e+08	1.82e+08
875	4	1.82e+08	1.83e+08
876	4	1.83e+08	1.84e+08
877	4	1.84e+08	1.85e+08
878	4	1.85e+08	1.86e+08
879	4	1.86e+08	1.87e+08
880	4	1.87e+08	1.88e+08
881	4	1.88e+08	1.89e+08
882	4	1.89e+08	1.9e+08
883	4	1.9e+08	190214555
884	5	0	8e+05
885	5	8e+05	1800000
886	5	1800000	2800000
887	5	2800000	3800000
888	5	3800000	4800000
889	5	4800000	5800000
890	5	5800000	6800000
891	5	6800000	7800000
892	5	7800000	8800000
893	5	8800000	9800000
894	5	9800000	10800000
895	5	10800000	11800000
896	5	11800000	12800000
897	5	12800000	13800000
898	5	13800000	14800000
899	5	14800000	15800000
900	5	15800000	16800000
901	5	16800000	17800000
902	5	17800000	18800000
903	5	18800000	19800000
904	5	19800000	20800000
905	5	20800000	21800000
906	5	21800000	22800000
907	5	22800000	23800000
908	5	23800000	24800000
909	5	24800000	25800000
910	5	25800000	26800000
911	5	26800000	27800000
912	5	27800000	28800000
913	5	28800000	29800000
914	5	29800000	30800000
915	5	30800000	31800000
916	5	31800000	32800000
917	5	32800000	33800000
918	5	33800000	34800000
919	5	34800000	35800000
920	5	35800000	36800000
921	5	36800000	37800000
922	5	37800000	38800000
923	5	38800000	39800000
924	5	39800000	40800000
925	5	40800000	41800000
926	5	41800000	42800000
927	5	42800000	43800000
928	5	43800000	44800000
929	5	44800000	45800000
930	5	45800000	46800000
931	5	46800000	47800000
932	5	47800000	48800000
933	5	48800000	49800000
934	5	49800000	50800000
935	5	50800000	51800000
936	5	51800000	52800000
937	5	52800000	53800000
938	5	53800000	54800000
939	5	54800000	55800000
940	5	55800000	56800000
941	5	56800000	57800000
942	5	57800000	58800000
943	5	58800000	59800000
944	5	59800000	60800000
945	5	60800000	61800000
946	5	61800000	62800000
947	5	62800000	63800000
948	5	63800000	64800000
949	5	64800000	65800000
950	5	65800000	66800000
951	5	66800000	67800000
952	5	67800000	68800000
953	5	68800000	69800000
954	5	69800000	70800000
955	5	70800000	71800000
956	5	71800000	72800000
957	5	72800000	73800000
958	5	73800000	74800000
959	5	74800000	75800000
960	5	75800000	76800000
961	5	76800000	77800000
962	5	77800000	78800000
963	5	78800000	79800000
964	5	79800000	80800000
965	5	80800000	81800000
966	5	81800000	82800000
967	5	82800000	83800000
968	5	83800000	84800000
969	5	84800000	85800000
970	5	85800000	86800000
971	5	86800000	87800000
972	5	87800000	88800000
973	5	88800000	89800000
974	5	89800000	90800000
975	5	90800000	91800000
976	5	91800000	92800000
977	5	92800000	93800000
978	5	93800000	94800000
979	5	94800000	95800000
980	5	95800000	96800000
981	5	96800000	97800000
982	5	97800000	98800000
983	5	98800000	99800000
984	5	99800000	100800000
985	5	100800000	101800000
986	5	101800000	102800000
987	5	102800000	103800000
988	5	103800000	104800000
989	5	104800000	105800000
990	5	105800000	106800000
991	5	106800000	107800000
992	5	107800000	108800000
993	5	108800000	109800000
994	5	109800000	110800000
995	5	110800000	111800000
996	5	111800000	112800000
997	5	112800000	113800000
998	5	113800000	114800000
999	5	114800000	115800000
1000	5	115800000	116800000
1001	5	116800000	117800000
1002	5	117800000	118800000
1003	5	118800000	119800000
1004	5	119800000	120800000
1005	5	120800000	121800000
1006	5	121800000	122800000
1007	5	122800000	123800000
1008	5	123800000	124800000
1009	5	124800000	125800000
1010	5	125800000	126800000
1011	5	126800000	127800000
1012	5	127800000	128800000
1013	5	128800000	129800000
1014	5	129800000	130800000
1015	5	130800000	131800000
1016	5	131800000	132800000
1017	5	132800000	133800000
1018	5	133800000	134800000
1019	5	134800000	135800000
1020	5	135800000	136800000
1021	5	136800000	137800000
1022	5	137800000	138800000
1023	5	138800000	139800000
1024	5	139800000	140800000
1025	5	140800000	141800000
1026	5	141800000	142800000
1027	5	142800000	143800000
1028	5	143800000	144800000
1029	5	144800000	145800000
1030	5	145800000	146800000
1031	5	146800000	147800000
1032	5	147800000	148800000
1033	5	148800000	149800000
1034	5	149800000	150800000
1035	5	150800000	151800000
1036	5	151800000	152800000
1037	5	152800000	153800000
1038	5	153800000	154800000
1039	5	154800000	155800000
1040	5	155800000	156800000
1041	5	156800000	157800000
1042	5	157800000	158800000
1043	5	158800000	159800000
1044	5	159800000	160800000
1045	5	160800000	161800000
1046	5	161800000	162800000
1047	5	162800000	163800000
1048	5	163800000	164800000
1049	5	164800000	165800000
1050	5	165800000	166800000
1051	5	166800000	167800000
1052	5	167800000	168800000
1053	5	168800000	169800000
1054	5	169800000	170800000
1055	5	170800000	171800000
1056	5	171800000	172800000
1057	5	172800000	173800000
1058	5	173800000	174800000
1059	5	174800000	175800000
1060	5	175800000	176800000
1061	5	176800000	177800000
1062	5	177800000	178800000
1063	5	178800000	179800000
1064	5	179800000	180800000
1065	5	180800000	181538259
1066	6	0	8e+05
1067	6	8e+05	1800000
1068	6	1800000	2800000
1069	6	2800000	3800000
1070	6	3800000	4800000
